tenure,monthly_charges,total_charges,senior_citizen,dependents,tech_support,online_security,num_services,contract,internet_service,payment_method,churn
59,62.64,3760.57,1,0,0,0,4,One year,DSL,Credit card,0
49,73.74,3624.44,0,0,1,0,3,One year,DSL,Mailed check,0
59,22.25,1238.55,0,0,1,0,2,Month-to-month,DSL,Credit card,0
31,64.41,2069.31,0,1,0,0,5,One year,Fiber optic,Electronic check,0
69,98.14,6724.28,0,0,1,0,2,Month-to-month,DSL,Electronic check,0
62,88.0,5518.65,1,0,0,0,2,Two year,DSL,Electronic check,1
52,83.52,4338.53,0,0,1,0,7,One year,DSL,Mailed check,0
41,110.96,4608.16,0,0,0,0,2,One year,No,Credit card,0
31,21.8,732.54,0,0,0,0,6,Two year,Fiber optic,Mailed check,0
22,75.7,1686.91,0,1,1,0,2,Month-to-month,Fiber optic,Credit card,0
4,98.73,420.35,0,0,1,1,8,Month-to-month,Fiber optic,Mailed check,0
13,74.13,984.82,1,0,1,0,4,One year,DSL,Mailed check,0
45,52.39,2256.86,0,1,1,1,7,Month-to-month,Fiber optic,Bank transfer,0
42,33.63,1418.38,0,0,0,1,1,Month-to-month,DSL,Electronic check,1
49,108.76,5273.44,0,1,0,1,3,One year,Fiber optic,Bank transfer,0
20,67.08,1350.16,0,0,0,0,1,Month-to-month,Fiber optic,Electronic check,0
54,107.81,5764.59,0,0,1,1,6,One year,Fiber optic,Electronic check,0
36,78.59,2769.99,0,0,1,0,1,Two year,DSL,Bank transfer,0
1,87.42,167.67,0,1,1,1,5,Month-to-month,DSL,Credit card,1
15,100.43,1559.92,1,1,0,1,1,Month-to-month,No,Bank transfer,0
17,85.92,1460.43,0,0,0,1,1,Month-to-month,Fiber optic,Bank transfer,0
24,59.81,1444.68,0,0,0,1,4,Month-to-month,DSL,Bank transfer,0
58,71.36,4126.48,1,0,0,1,2,Month-to-month,DSL,Electronic check,1
72,100.3,7250.09,1,0,0,0,1,Month-to-month,No,Credit card,0
23,57.37,1285.71,0,1,0,1,1,Month-to-month,Fiber optic,Mailed check,1
46,58.81,2754.95,0,0,0,0,6,Month-to-month,No,Electronic check,0
72,29.57,2116.39,0,0,0,1,5,One year,DSL,Mailed check,0
8,111.46,870.69,0,0,0,0,3,Two year,Fiber optic,Electronic check,0
59,29.1,1717.99,0,0,0,0,5,One year,DSL,Electronic check,0
59,84.82,4974.82,0,1,1,1,3,Month-to-month,Fiber optic,Electronic check,0
13,61.32,813.59,0,0,0,0,3,Month-to-month,DSL,Electronic check,1
39,60.56,2334.97,0,0,1,1,3,One year,DSL,Bank transfer,0
28,87.96,2486.31,0,0,0,1,4,Month-to-month,DSL,Bank transfer,1
61,26.71,1690.11,0,0,1,1,4,Month-to-month,Fiber optic,Bank transfer,0
16,79.37,1233.95,0,0,0,0,2,Two year,Fiber optic,Mailed check,0
2,97.2,187.87,0,1,0,1,3,Month-to-month,Fiber optic,Bank transfer,0
17,102.82,1771.01,0,0,1,1,4,Month-to-month,No,Electronic check,0
30,37.05,1089.71,0,0,1,0,7,Two year,Fiber optic,Bank transfer,0
13,109.74,1449.84,1,1,0,1,4,Two year,Fiber optic,Electronic check,1
13,85.61,1140.7,0,0,0,0,6,Month-to-month,No,Mailed check,0
43,108.19,4706.33,0,0,1,0,6,Month-to-month,Fiber optic,Electronic check,1
21,68.53,1408.83,0,0,0,0,8,One year,DSL,Credit card,0
55,74.2,4033.86,0,0,0,1,8,One year,No,Credit card,0
40,111.9,4460.62,0,0,1,0,7,Month-to-month,DSL,Bank transfer,0
15,109.99,1601.46,0,0,1,0,6,One year,Fiber optic,Electronic check,0
52,64.82,3398.86,0,0,0,0,1,Two year,DSL,Electronic check,0
53,47.44,2456.23,0,0,1,0,7,Month-to-month,Fiber optic,Credit card,0
52,59.32,3201.29,0,0,1,1,8,Two year,Fiber optic,Mailed check,0
30,58.78,1828.2,0,0,0,0,3,Two year,DSL,Credit card,0
33,48.69,1607.4,0,0,1,0,5,Month-to-month,Fiber optic,Mailed check,0
57,46.86,2714.39,1,1,1,0,6,One year,Fiber optic,Credit card,0
52,106.11,5435.88,0,1,1,1,1,Month-to-month,DSL,Credit card,1
9,26.99,369.08,0,0,1,1,4,One year,Fiber optic,Bank transfer,1
54,87.76,4709.53,0,1,0,1,4,One year,DSL,Electronic check,0
1,37.28,31.26,0,0,1,1,4,Month-to-month,No,Mailed check,1
44,54.45,2303.0,1,1,0,0,8,One year,Fiber optic,Credit card,0
9,26.15,259.66,1,0,0,1,4,Two year,No,Credit card,0
32,47.0,1448.68,0,0,1,1,5,Month-to-month,DSL,Electronic check,0
15,96.84,1457.68,0,1,1,1,2,Month-to-month,DSL,Mailed check,0
12,108.5,1274.79,0,1,1,1,2,Month-to-month,DSL,Credit card,0
57,42.15,2348.66,0,0,1,0,3,One year,DSL,Bank transfer,0
8,66.35,490.58,1,1,1,0,7,Two year,Fiber optic,Credit card,0
72,67.03,4837.45,0,0,0,1,7,Two year,No,Credit card,0
27,107.36,2834.65,0,0,1,0,8,Month-to-month,Fiber optic,Credit card,0
62,96.28,5931.92,0,0,0,0,6,Month-to-month,No,Electronic check,1
12,71.31,888.88,0,0,0,0,4,Month-to-month,DSL,Electronic check,0
65,87.07,5789.67,0,1,1,0,3,Month-to-month,No,Electronic check,0
42,104.74,4422.96,0,1,1,0,8,Month-to-month,DSL,Credit card,0
62,20.95,1253.04,0,0,1,1,5,Month-to-month,No,Mailed check,0
11,60.29,644.83,0,0,1,0,3,Month-to-month,DSL,Electronic check,0
43,110.72,4762.54,0,1,0,1,2,Two year,No,Electronic check,1
17,94.03,1581.04,0,0,0,0,2,One year,DSL,Mailed check,0
32,74.28,2422.11,0,0,1,0,7,One year,DSL,Credit card,0
40,72.96,2929.27,0,0,1,0,6,Month-to-month,Fiber optic,Bank transfer,0
23,54.78,1305.33,0,0,0,1,2,Two year,Fiber optic,Bank transfer,0
56,72.05,4019.08,0,1,0,0,3,One year,Fiber optic,Electronic check,1
6,85.54,579.52,0,0,0,1,7,Two year,No,Credit card,0
50,61.84,3083.68,0,0,1,1,4,Month-to-month,Fiber optic,Electronic check,0
37,91.42,3333.98,0,1,1,0,8,Month-to-month,Fiber optic,Bank transfer,0
64,106.12,6900.55,0,0,0,0,1,Month-to-month,DSL,Electronic check,0
54,35.47,1824.13,0,0,0,0,2,Month-to-month,Fiber optic,Electronic check,1
72,65.15,4653.86,0,0,0,1,3,One year,Fiber optic,Electronic check,0
49,60.8,2947.85,1,0,0,1,1,Two year,No,Mailed check,0
11,88.75,1101.67,1,1,0,1,2,Month-to-month,Fiber optic,Bank transfer,0
49,44.99,2294.85,1,0,0,0,2,Month-to-month,Fiber optic,Electronic check,1
21,84.03,1839.33,0,1,0,1,5,One year,DSL,Electronic check,0
66,107.75,7094.97,0,0,0,0,2,Month-to-month,DSL,Credit card,0
63,61.81,4015.34,0,0,1,0,7,One year,Fiber optic,Electronic check,0
28,111.1,3129.22,1,0,0,1,1,One year,DSL,Electronic check,0
17,119.32,2077.3,1,1,1,0,1,Month-to-month,DSL,Mailed check,0
6,30.61,192.64,0,0,1,1,4,Two year,DSL,Credit card,0
19,43.31,820.42,0,0,0,0,7,Month-to-month,No,Electronic check,0
56,115.04,6429.65,0,0,0,0,8,Two year,DSL,Credit card,0
28,115.83,3232.76,0,0,0,0,1,One year,No,Mailed check,0
66,29.77,1995.24,0,0,0,1,3,Two year,DSL,Mailed check,0
38,21.5,835.36,1,0,0,1,3,Month-to-month,DSL,Electronic check,0
37,36.11,1334.5,0,1,1,1,8,Month-to-month,Fiber optic,Bank transfer,1
68,119.6,8208.28,0,1,1,1,6,Month-to-month,Fiber optic,Electronic check,0
49,38.0,1713.66,1,0,0,1,6,Month-to-month,Fiber optic,Bank transfer,0
43,70.25,3046.24,0,0,1,0,6,Two year,Fiber optic,Electronic check,0
36,104.84,3810.13,0,0,0,0,8,Month-to-month,DSL,Mailed check,0
58,22.04,1335.67,0,0,0,1,2,Two year,Fiber optic,Credit card,0
13,80.45,1042.61,0,0,1,1,8,Month-to-month,Fiber optic,Bank transfer,0
52,47.7,2490.8,0,0,0,1,4,Month-to-month,DSL,Electronic check,0
58,106.23,6210.64,0,1,1,0,2,Two year,No,Bank transfer,0
32,48.35,1621.76,0,0,1,1,4,Month-to-month,Fiber optic,Bank transfer,0
60,88.68,5305.77,0,0,1,0,8,One year,Fiber optic,Electronic check,0
58,87.42,5083.71,0,1,0,0,7,Month-to-month,No,Mailed check,0
56,42.15,2444.33,0,1,1,1,5,Two year,No,Electronic check,0
28,23.48,551.24,0,0,0,1,4,One year,Fiber optic,Mailed check,0
1,60.92,26.42,0,0,1,0,5,One year,DSL,Bank transfer,0
42,48.92,2127.93,0,0,1,1,6,Month-to-month,No,Electronic check,0
48,100.9,4897.83,0,0,0,0,7,Month-to-month,DSL,Electronic check,0
40,100.04,4027.72,0,1,1,0,7,Two year,DSL,Electronic check,0
63,65.7,4116.67,0,1,0,1,8,Two year,DSL,Credit card,0
72,80.65,5762.71,0,1,0,0,7,Month-to-month,Fiber optic,Bank transfer,1
4,80.43,292.16,0,0,0,1,5,Month-to-month,No,Electronic check,1
38,102.72,3980.76,1,0,0,1,8,Month-to-month,Fiber optic,Mailed check,0
27,62.5,1656.08,1,0,1,1,7,Month-to-month,No,Electronic check,0
9,47.54,432.93,0,0,0,1,2,One year,DSL,Bank transfer,0
16,46.5,706.31,0,0,1,0,8,Month-to-month,DSL,Mailed check,1
56,73.62,4164.86,0,0,1,0,3,Month-to-month,Fiber optic,Credit card,0
31,64.91,1985.27,0,0,1,1,4,One year,No,Electronic check,0
14,64.01,891.26,0,0,0,0,2,Month-to-month,Fiber optic,Bank transfer,1
25,29.11,643.58,0,0,1,1,8,One year,DSL,Bank transfer,0
34,91.86,3042.57,0,0,1,0,5,Two year,DSL,Credit card,0
67,41.37,2772.17,1,0,1,1,5,Month-to-month,DSL,Mailed check,0
24,39.7,886.54,0,0,0,0,7,One year,DSL,Bank transfer,0
26,61.28,1698.53,0,0,1,0,1,Month-to-month,DSL,Electronic check,1
20,42.78,752.52,0,1,1,1,1,Month-to-month,No,Mailed check,0
64,78.39,4976.95,0,0,1,0,8,Month-to-month,Fiber optic,Credit card,0
10,57.15,572.34,1,1,1,1,4,Month-to-month,Fiber optic,Credit card,1
67,64.89,4329.37,0,1,0,1,3,Month-to-month,DSL,Bank transfer,0
24,73.72,1714.07,0,0,0,0,1,Month-to-month,DSL,Mailed check,0
5,40.35,153.85,0,0,0,1,6,Two year,Fiber optic,Credit card,0
67,35.58,2334.33,0,0,0,0,7,One year,No,Electronic check,0
58,108.04,6251.98,0,0,0,1,6,Two year,Fiber optic,Electronic check,0
27,63.37,1808.59,0,0,0,1,5,One year,No,Bank transfer,0
15,61.21,922.05,0,1,1,0,7,Month-to-month,No,Electronic check,0
35,23.56,883.75,0,0,1,0,2,Month-to-month,DSL,Credit card,1
53,69.8,3724.75,0,1,0,1,3,Month-to-month,DSL,Mailed check,0
44,75.42,3374.17,0,1,0,1,8,Month-to-month,Fiber optic,Mailed check,0
26,75.88,1832.88,0,0,0,1,4,One year,Fiber optic,Bank transfer,0
47,90.7,4247.68,0,0,1,0,2,Month-to-month,DSL,Bank transfer,1
34,37.75,1348.86,1,0,1,1,8,Month-to-month,Fiber optic,Mailed check,0
50,45.22,2232.41,0,0,0,0,4,Month-to-month,Fiber optic,Electronic check,1
12,101.07,1300.96,0,0,1,1,2,Month-to-month,No,Bank transfer,0
4,114.72,533.07,1,1,0,0,7,Month-to-month,DSL,Electronic check,0
48,33.59,1588.86,1,0,1,0,2,Month-to-month,DSL,Electronic check,0
55,69.76,3811.64,0,0,1,1,8,One year,Fiber optic,Bank transfer,0
1,41.42,0.0,0,1,1,0,3,Month-to-month,Fiber optic,Electronic check,1
66,26.01,1685.18,0,0,0,1,4,One year,Fiber optic,Credit card,0
30,52.55,1514.87,0,0,0,1,1,Month-to-month,No,Bank transfer,0
3,34.37,124.55,0,0,0,1,2,Month-to-month,No,Credit card,1
21,90.99,1837.99,0,0,1,0,6,Two year,Fiber optic,Electronic check,0
49,73.37,3625.32,0,1,0,0,2,One year,DSL,Credit card,0
62,34.38,2162.96,0,1,1,1,6,Month-to-month,Fiber optic,Electronic check,0
38,20.92,711.9,0,0,1,0,1,Two year,Fiber optic,Electronic check,0
15,100.82,1589.79,0,0,1,0,3,Month-to-month,No,Electronic check,1
52,37.62,1981.92,0,0,1,1,3,Month-to-month,No,Mailed check,0
46,80.62,3746.0,0,1,1,1,3,One year,Fiber optic,Electronic check,0
25,53.69,1304.32,0,0,0,0,5,One year,Fiber optic,Mailed check,0
21,78.55,1680.67,1,0,1,1,5,Month-to-month,DSL,Electronic check,0
5,51.57,314.17,0,0,1,0,3,Month-to-month,DSL,Electronic check,0
70,28.69,2003.37,0,1,1,1,3,Two year,DSL,Bank transfer,0
47,42.3,2088.2,0,0,1,0,1,Month-to-month,DSL,Electronic check,0
68,38.81,2641.28,0,0,1,0,8,Month-to-month,Fiber optic,Bank transfer,0
18,62.8,1187.44,0,1,1,1,5,Month-to-month,DSL,Bank transfer,0
21,85.83,1817.08,0,0,1,1,6,Two year,Fiber optic,Credit card,0
23,46.38,1096.02,1,0,0,0,7,Month-to-month,Fiber optic,Mailed check,1
64,21.21,1273.87,1,0,1,1,8,One year,Fiber optic,Credit card,0
67,71.89,4835.18,0,1,0,0,7,One year,Fiber optic,Bank transfer,0
40,80.58,3186.45,0,0,0,1,4,Month-to-month,DSL,Credit card,0
10,116.29,1120.58,0,0,0,1,3,One year,No,Electronic check,0
52,78.95,4192.61,0,0,0,1,3,Two year,DSL,Bank transfer,0
72,67.12,4821.95,0,1,0,0,3,Month-to-month,No,Credit card,0
61,77.34,4667.57,0,0,0,0,2,Month-to-month,DSL,Electronic check,0
64,112.79,7200.6,0,0,0,0,5,Two year,Fiber optic,Bank transfer,0
5,102.84,449.18,0,0,1,0,4,One year,DSL,Credit card,0
53,52.3,2843.59,0,0,0,0,2,Month-to-month,DSL,Mailed check,0
55,43.73,2370.37,0,1,0,0,2,One year,Fiber optic,Electronic check,0
37,46.26,1738.08,0,0,0,1,7,One year,Fiber optic,Bank transfer,0
56,70.44,4012.45,0,1,0,0,8,One year,DSL,Electronic check,0
59,94.4,5544.59,0,1,1,1,4,Two year,Fiber optic,Credit card,0
69,70.32,4878.68,1,1,1,0,4,Month-to-month,DSL,Electronic check,1
59,26.78,1528.52,0,0,1,1,4,Month-to-month,Fiber optic,Electronic check,1
2,92.36,307.01,0,0,0,1,4,One year,No,Electronic check,0
65,100.6,6585.82,0,0,0,0,6,Month-to-month,No,Bank transfer,0
60,48.95,2927.37,0,1,0,1,4,One year,Fiber optic,Credit card,0
51,86.41,4368.27,0,1,1,1,6,Month-to-month,DSL,Electronic check,0
30,62.66,1874.1,0,0,1,0,8,Month-to-month,DSL,Electronic check,0
11,108.91,1181.01,0,1,1,1,3,Month-to-month,No,Mailed check,0
39,104.52,4173.93,0,1,0,0,6,One year,DSL,Credit card,0
72,72.54,5161.6,0,1,0,0,6,One year,No,Mailed check,0
63,89.15,5623.19,0,0,0,1,4,Month-to-month,Fiber optic,Electronic check,0
64,108.33,6932.2,0,1,1,0,4,Month-to-month,No,Mailed check,1
61,69.57,4237.9,0,1,0,0,5,Month-to-month,Fiber optic,Electronic check,0
54,51.33,2766.39,0,0,0,1,3,One year,Fiber optic,Mailed check,0
58,95.37,5525.66,0,1,1,1,7,Month-to-month,Fiber optic,Electronic check,1
56,42.01,2396.21,0,0,1,1,2,One year,No,Credit card,0
34,58.85,2031.35,0,0,0,1,3,Month-to-month,No,Credit card,1
31,106.57,3324.62,0,1,0,1,1,Month-to-month,Fiber optic,Bank transfer,1
52,92.44,4655.18,0,0,1,0,8,One year,Fiber optic,Mailed check,0
1,60.38,75.37,0,1,1,1,8,Month-to-month,Fiber optic,Mailed check,0
55,41.47,2198.07,0,0,1,0,4,Month-to-month,Fiber optic,Electronic check,1
22,55.6,1255.52,1,0,0,1,2,Month-to-month,No,Bank transfer,0
40,48.41,2010.12,0,0,1,1,1,Month-to-month,Fiber optic,Bank transfer,1
1,37.61,0.0,1,0,1,1,6,Month-to-month,Fiber optic,Credit card,1
65,94.33,6118.36,0,1,1,1,2,Month-to-month,Fiber optic,Electronic check,1
63,45.21,2818.26,0,0,0,1,3,One year,Fiber optic,Bank transfer,0
54,65.42,3594.45,0,0,0,1,7,One year,No,Bank transfer,0
42,58.59,2465.53,0,0,0,1,6,One year,Fiber optic,Electronic check,0
21,118.21,2568.83,0,1,1,1,1,Month-to-month,DSL,Bank transfer,1
22,59.11,1321.11,0,0,0,0,6,One year,Fiber optic,Credit card,0
38,28.0,1076.12,0,1,0,1,6,One year,DSL,Credit card,0
8,28.98,235.25,0,0,0,0,6,Month-to-month,Fiber optic,Bank transfer,0
62,79.08,4943.86,0,0,1,1,4,One year,No,Electronic check,0
47,79.94,3670.3,0,1,1,0,4,Two year,Fiber optic,Credit card,0
17,61.88,1056.23,0,0,1,1,1,Month-to-month,No,Bank transfer,0
17,63.18,1070.56,1,0,1,0,3,Two year,DSL,Electronic check,1
13,25.39,366.34,0,1,1,0,7,Month-to-month,No,Electronic check,0
17,71.65,1208.66,0,0,0,1,1,Month-to-month,Fiber optic,Electronic check,1
38,70.47,2625.92,0,1,1,0,3,Month-to-month,DSL,Electronic check,0
45,34.95,1573.12,1,1,0,0,2,One year,Fiber optic,Bank transfer,0
6,30.38,128.14,0,0,0,1,8,Month-to-month,No,Electronic check,0
35,32.36,1036.34,1,0,0,0,8,Two year,DSL,Electronic check,0
14,30.1,457.76,0,0,0,1,7,Two year,Fiber optic,Mailed check,0
72,80.97,5858.79,1,1,0,1,3,One year,No,Mailed check,0
61,39.65,2442.0,0,1,0,1,1,Month-to-month,DSL,Electronic check,1
15,45.14,742.25,0,0,0,0,1,Two year,Fiber optic,Electronic check,0
54,37.36,1984.19,0,0,0,0,2,Two year,Fiber optic,Electronic check,0
27,115.78,3054.5,0,0,0,1,6,Month-to-month,Fiber optic,Bank transfer,1
13,105.46,1367.48,0,0,1,0,7,One year,Fiber optic,Electronic check,0
31,43.05,1317.17,0,0,1,0,1,One year,DSL,Mailed check,0
35,52.76,1804.49,0,1,1,0,8,One year,Fiber optic,Electronic check,0
60,40.99,2455.41,0,1,1,1,5,Month-to-month,DSL,Electronic check,0
6,69.19,384.56,0,1,1,1,6,Month-to-month,DSL,Mailed check,0
69,21.96,1423.44,0,0,1,0,7,Month-to-month,Fiber optic,Electronic check,0
58,87.14,5032.06,0,1,1,0,7,Month-to-month,Fiber optic,Electronic check,0
49,72.32,3486.86,0,1,0,1,1,One year,DSL,Mailed check,0
23,109.86,2538.36,0,0,0,0,5,Two year,No,Electronic check,0
34,36.44,1206.16,0,0,0,1,1,Two year,No,Bank transfer,0
26,100.41,2666.24,0,1,1,0,1,One year,No,Electronic check,0
47,99.2,4742.59,0,1,1,0,2,One year,Fiber optic,Credit card,0
5,32.72,197.57,0,0,0,0,6,Month-to-month,No,Credit card,0
20,59.86,1119.65,0,0,0,0,5,One year,No,Bank transfer,0
6,37.02,297.38,0,0,0,1,7,Month-to-month,Fiber optic,Electronic check,0
70,45.47,3261.69,0,1,1,1,8,Month-to-month,DSL,Credit card,1
59,46.32,2733.82,0,1,1,1,8,One year,DSL,Electronic check,0
64,75.62,4905.83,1,0,0,1,2,Month-to-month,Fiber optic,Electronic check,0
18,61.14,1072.94,0,0,0,0,5,Month-to-month,No,Electronic check,0
4,114.77,365.77,0,1,1,1,5,Two year,Fiber optic,Credit card,0
17,32.64,516.87,1,1,1,1,8,Month-to-month,Fiber optic,Electronic check,1
14,117.37,1729.65,0,1,1,0,7,Month-to-month,DSL,Credit card,1
13,43.06,485.23,0,1,0,0,8,Month-to-month,DSL,Electronic check,1
7,97.29,681.01,1,0,0,0,7,Month-to-month,Fiber optic,Credit card,1
44,53.9,2373.31,0,1,0,0,4,Month-to-month,No,Credit card,0
15,34.31,489.0,0,0,1,1,5,One year,Fiber optic,Credit card,0
19,105.79,1987.83,0,1,1,1,2,Month-to-month,No,Mailed check,1
63,50.89,3209.68,0,0,0,1,2,Two year,DSL,Credit card,0
35,85.89,2978.04,1,1,1,0,3,Month-to-month,Fiber optic,Credit card,0
35,76.64,2611.3,0,1,0,0,6,Month-to-month,Fiber optic,Electronic check,0
19,67.18,1287.17,0,0,1,0,6,One year,No,Mailed check,0
20,69.58,1445.27,0,0,0,1,6,One year,DSL,Bank transfer,0
35,93.22,3306.18,0,0,0,0,8,One year,DSL,Electronic check,0
32,28.78,880.47,1,1,1,0,1,Two year,DSL,Bank transfer,1
48,86.82,4104.8,0,1,1,1,4,Month-to-month,No,Electronic check,0
44,109.58,4807.31,0,1,1,0,1,Month-to-month,DSL,Mailed check,0
24,25.78,697.11,0,0,1,0,2,Two year,DSL,Electronic check,0
61,34.07,2110.55,0,0,0,0,4,Month-to-month,Fiber optic,Electronic check,0
17,91.66,1593.42,0,0,0,0,5,Month-to-month,Fiber optic,Electronic check,0
71,63.73,4569.32,0,0,1,1,8,Month-to-month,No,Credit card,0
50,60.35,3038.54,0,0,1,0,7,One year,No,Electronic check,0
65,33.7,2196.53,0,1,0,0,8,Month-to-month,Fiber optic,Credit card,0
32,70.68,2294.88,1,0,1,0,6,Month-to-month,No,Credit card,0
36,32.65,1148.09,0,1,1,0,8,Month-to-month,Fiber optic,Mailed check,1
13,67.66,808.86,0,0,0,1,2,One year,DSL,Electronic check,0
70,96.36,6781.35,0,0,0,0,7,Month-to-month,No,Electronic check,1
58,45.83,2720.03,0,0,0,0,2,Month-to-month,Fiber optic,Mailed check,1
14,68.08,897.21,0,0,0,1,2,One year,Fiber optic,Electronic check,0
37,119.2,4451.5,0,1,1,0,2,Two year,Fiber optic,Mailed check,0
68,88.67,6113.6,1,0,0,1,4,One year,Fiber optic,Credit card,0
40,104.14,4165.49,0,0,0,0,7,One year,DSL,Electronic check,0
59,61.48,3586.42,0,1,1,1,8,Month-to-month,Fiber optic,Bank transfer,0
16,96.79,1554.79,1,1,1,1,1,Month-to-month,No,Credit card,0
62,24.05,1463.57,0,0,1,1,8,Month-to-month,Fiber optic,Credit card,0
4,32.29,98.32,0,0,0,1,1,Two year,DSL,Credit card,0
45,40.31,1835.61,0,0,1,0,6,Month-to-month,No,Credit card,0
28,60.2,1605.41,1,0,1,1,5,Two year,DSL,Electronic check,0
66,104.57,6829.42,0,0,0,0,2,Two year,DSL,Credit card,0
31,54.63,1694.49,0,1,1,0,7,Month-to-month,DSL,Credit card,0
3,85.46,255.26,0,0,0,0,7,Month-to-month,DSL,Mailed check,0
8,90.93,744.62,0,0,1,0,6,Month-to-month,Fiber optic,Mailed check,0
24,78.62,1980.64,0,0,1,1,2,Month-to-month,Fiber optic,Mailed check,0
15,55.72,841.03,0,1,1,0,6,Month-to-month,No,Electronic check,0
43,77.71,3371.44,1,0,0,1,1,Two year,No,Electronic check,0
31,54.23,1632.35,0,0,1,0,7,Month-to-month,No,Bank transfer,0
45,28.39,1315.95,0,0,1,1,6,Month-to-month,Fiber optic,Mailed check,0
66,119.28,7846.16,1,0,1,1,5,Month-to-month,Fiber optic,Mailed check,0
8,32.72,265.33,0,0,0,1,6,Two year,No,Electronic check,0
71,27.23,1927.89,0,0,1,1,3,One year,Fiber optic,Credit card,0
57,107.85,6199.1,0,0,0,1,4,Two year,No,Electronic check,0
30,50.18,1439.9,0,0,0,0,7,Two year,Fiber optic,Electronic check,0
18,85.03,1416.38,0,0,1,0,8,Month-to-month,Fiber optic,Bank transfer,0
69,52.9,3639.43,0,1,0,1,7,Month-to-month,Fiber optic,Mailed check,0
39,59.15,2330.28,0,0,0,1,6,Month-to-month,Fiber optic,Electronic check,0
60,46.21,2780.21,0,1,1,0,7,Month-to-month,Fiber optic,Mailed check,0
43,54.3,2396.51,0,0,0,0,6,One year,Fiber optic,Bank transfer,0
45,61.07,2770.02,0,1,1,0,1,Month-to-month,Fiber optic,Bank transfer,0
23,92.04,2088.73,0,0,1,0,8,Month-to-month,No,Mailed check,0
69,71.15,4793.08,0,0,1,1,4,One year,No,Electronic check,0
6,114.36,674.29,0,1,0,0,1,One year,DSL,Bank transfer,0
56,24.19,1406.04,0,1,1,1,8,One year,DSL,Credit card,0
4,70.31,261.64,0,1,1,1,5,Month-to-month,Fiber optic,Bank transfer,1
23,78.42,1805.08,0,1,0,0,2,Two year,Fiber optic,Credit card,0
6,112.02,693.19,0,0,0,0,3,Month-to-month,DSL,Mailed check,1
32,24.92,746.68,0,0,0,0,4,Month-to-month,Fiber optic,Bank transfer,0
18,77.35,1423.46,0,0,1,1,3,One year,No,Credit card,0
15,105.36,1662.26,0,0,1,0,2,Two year,No,Bank transfer,0
40,44.19,1758.96,0,1,0,0,8,Month-to-month,Fiber optic,Credit card,0
6,107.63,589.33,1,0,1,0,1,Month-to-month,Fiber optic,Mailed check,1
63,21.9,1376.37,0,1,1,0,5,Month-to-month,Fiber optic,Credit card,0
67,93.25,6136.53,0,0,0,0,8,Month-to-month,DSL,Bank transfer,1
11,113.31,1263.26,0,0,1,0,2,Two year,Fiber optic,Credit card,0
43,85.72,3708.57,0,0,1,0,3,Month-to-month,DSL,Electronic check,0
17,63.9,1170.08,0,0,1,1,7,One year,Fiber optic,Bank transfer,0
4,24.49,88.26,0,1,0,0,3,One year,DSL,Credit card,0
63,112.01,7077.05,0,1,0,1,8,One year,Fiber optic,Electronic check,0
68,67.03,4514.98,0,0,1,1,3,Month-to-month,Fiber optic,Bank transfer,0
41,22.9,921.08,0,1,0,1,1,Month-to-month,Fiber optic,Credit card,0
5,88.98,368.64,1,0,1,0,7,Month-to-month,DSL,Electronic check,1
32,68.18,2172.02,0,1,1,0,6,Month-to-month,DSL,Mailed check,0
70,32.43,2254.83,0,0,1,1,3,Month-to-month,Fiber optic,Mailed check,0
35,41.43,1465.01,0,0,0,1,1,Two year,DSL,Mailed check,0
22,26.45,550.72,1,0,1,0,7,Month-to-month,DSL,Electronic check,1
65,77.43,5037.12,0,0,0,0,3,One year,Fiber optic,Electronic check,0
22,82.2,1791.73,0,0,1,1,4,Month-to-month,Fiber optic,Electronic check,1
11,70.57,759.7,0,0,0,0,6,One year,DSL,Electronic check,0
3,101.71,309.15,0,0,0,1,7,Two year,Fiber optic,Electronic check,0
9,106.1,956.93,1,0,0,1,7,Month-to-month,No,Bank transfer,0
60,81.56,4931.66,0,1,1,0,4,Two year,No,Bank transfer,0
14,21.28,291.89,1,1,1,1,6,One year,DSL,Bank transfer,0
18,89.52,1593.87,0,1,1,0,2,Two year,No,Electronic check,1
23,61.8,1412.36,0,0,1,1,8,One year,Fiber optic,Mailed check,0
47,76.56,3562.59,0,0,0,0,2,Month-to-month,No,Electronic check,0
69,84.91,5840.79,1,0,1,0,6,Month-to-month,Fiber optic,Credit card,0
47,55.02,2687.5,0,0,0,1,5,Month-to-month,Fiber optic,Bank transfer,0
30,111.71,3305.67,0,0,1,0,3,Month-to-month,Fiber optic,Credit card,1
25,33.4,821.07,0,0,0,1,3,Two year,Fiber optic,Electronic check,0
28,87.15,2420.83,0,0,1,0,1,One year,No,Bank transfer,1
25,20.44,498.64,0,0,1,0,6,Month-to-month,DSL,Mailed check,0
58,112.47,6506.7,0,0,0,0,7,Two year,DSL,Credit card,0
41,31.25,1295.21,0,1,0,1,2,One year,Fiber optic,Mailed check,0
25,29.49,651.74,0,1,0,0,6,Month-to-month,No,Mailed check,1
48,53.3,2610.26,0,0,1,1,4,Month-to-month,Fiber optic,Electronic check,0
10,57.36,605.23,0,0,0,0,1,Month-to-month,Fiber optic,Bank transfer,1
11,41.43,393.59,0,1,0,0,4,Two year,Fiber optic,Electronic check,0
